PMID	doi	year	first_author	title	journal	PubMed_url	doi_url
29559738	10.1038/s10038-018-0441-z	2018	Sasayama D	A genome-wide association study on photic sneeze syndrome in a Japanese population.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/29559738	https://doi.org/10.1038/s10038-018-0441-z
30054556	10.1038/s10038-018-0493-0	2018	Akiyama M	Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/30054556	https://doi.org/10.1038/s10038-018-0493-0
30266950	10.1038/s10038-018-0518-8	2018	Miyagawa T	A variant at 9q34.11 is associated with HLA-DQB1*06:02 negative essential hypersomnia.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/30266950	https://doi.org/10.1038/s10038-018-0518-8
30824882	10.1038/s10038-019-0586-4	2019	Gunjaca I	Genome-wide association meta-analysis for total thyroid hormone levels in Croatian population.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/30824882	https://doi.org/10.1038/s10038-019-0586-4
30911093	10.1038/s10038-019-0591-7	2019	Bandesh K	Genome-wide association study of blood lipids in Indians confirms universality of established variants.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/30911093	https://doi.org/10.1038/s10038-019-0591-7
32277175	10.1038/s10038-020-0750-x	2020	Han X	Genome-wide meta-analysis identifies novel loci associated with age-related macular degeneration.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32277175	https://doi.org/10.1038/s10038-020-0750-x
32341457	10.1038/s10038-020-0757-3	2020	Sato Y	Genome-wide association study of semen volume, sperm concentration, testis size, and plasma inhibin B levels.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32341457	https://doi.org/10.1038/s10038-020-0757-3
32355309	10.1038/s10038-020-0760-8	2020	Cha PC	Genome-wide association study identifies zonisamide responsive gene in Parkinson's disease patients.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32355309	https://doi.org/10.1038/s10038-020-0760-8
32409696	10.1038/s10038-020-0774-2	2020	Hong M	Potential causal association of a prolonged PR interval and clinical recurrence of atrial fibrillation after catheter ablation: a Mendelian randomization analysis.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32409696	https://doi.org/10.1038/s10038-020-0774-2
32759990	10.1038/s10038-020-0816-9	2020	Carlson JC	Genome-wide association studies in Samoans give insight into the genetic architecture of fasting serum lipid levels.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32759990	https://doi.org/10.1038/s10038-020-0816-9
32929176	10.1038/s10038-020-00835-4	2020	Feng GJ	Identification of pleiotropic loci underlying hip bone mineral density and trunk lean mass.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32929176	https://doi.org/10.1038/s10038-020-00835-4
32939015	10.1038/s10038-020-00827-4	2020	Zhu Z	A genome-wide association study reveals a substantial genetic basis underlying the Ebbinghaus illusion.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/32939015	https://doi.org/10.1038/s10038-020-00827-4
33106546	10.1038/s10038-020-00864-z	2020	Johnson TA	Association of an IGHV3-66 gene variant with Kawasaki disease.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/33106546	https://doi.org/10.1038/s10038-020-00864-z
33230199	10.1038/s10038-020-00874-x	2020	Okada D	Genome-wide association study of individual differences of human lymphocyte profiles using large-scale cytometry data.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/33230199	https://doi.org/10.1038/s10038-020-00874-x
33469137	10.1038/s10038-020-00895-6	2021	Crawford AA	Variation in the SERPINA6/SERPINA1 locus alters morning plasma cortisol, hepatic corticosteroid binding globulin expression, gene expression in peripheral tissues, and risk of cardiovascular disease.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/33469137	https://doi.org/10.1038/s10038-020-00895-6
34376796	10.1038/s10038-021-00968-0	2021	Sun Q	Analyses of biomarker traits in diverse UK biobank participants identify associations missed by European-centric analysis strategies.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/34376796	https://doi.org/10.1038/s10038-021-00968-0
34671089	10.1038/s10038-021-00980-4	2021	Hikino K	Genome-wide association study of colorectal polyps identified highly overlapping polygenic architecture with colorectal cancer.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/34671089	https://doi.org/10.1038/s10038-021-00980-4
34719683	10.1038/s10038-021-00991-1	2021	Park JS	Genome-wide meta-analysis revealed several genetic loci associated with serum uric acid levels in Korean population: an analysis of Korea Biobank data.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/34719683	https://doi.org/10.1038/s10038-021-00991-1
35013560	10.1038/s10038-021-01009-6	2022	Chamnanphon M	Host genetic factors of COVID-19 susceptibility and disease severity in a Thai population.	J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/35013560	https://doi.org/10.1038/s10038-021-01009-6
25695618	10.1097/HJH.0000000000000541	2015	Chittani M	TET2 and CSMD1 genes affect SBP response to hydrochlorothiazide in never-treated essential hypertensives.	J Hypertens	https://pubmed.ncbi.nlm.nih.gov/25695618	https://doi.org/10.1097/HJH.0000000000000541
28060188	10.1097/HJH.0000000000001241	2017	Hamet P	PROX1 gene CC genotype as a major determinant of early onset of type 2 diabetes in slavic study participants from Action in Diabetes and Vascular Disease: Preterax and Diamicron MR Controlled Evaluation study.	J Hypertens	https://pubmed.ncbi.nlm.nih.gov/28060188	https://doi.org/10.1097/HJH.0000000000001241
28234671	10.1097/HJH.0000000000001319	2017	Nandakumar P	Rare coding variants associated with blood pressure variation in 15 914 individuals of African ancestry.	J Hypertens	https://pubmed.ncbi.nlm.nih.gov/28234671	https://doi.org/10.1097/HJH.0000000000001319
32149159	10.1155/2020/8640719	2020	Chen YM	Genetic Association and Expression Correlation between Colony-Stimulating Factor 1 Gene Encoding M-CSF and Adult-Onset Still's Disease.	J Immunol Res	https://pubmed.ncbi.nlm.nih.gov/32149159	https://doi.org/10.1155/2020/8640719
19115949	10.1086/596067	2009	Limou S	Genomewide association study of an AIDS-nonprogression cohort emphasizes the role played by HLA genes (ANRS Genomewide Association Study 02).	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/19115949	https://doi.org/10.1086/596067
19754311	10.1086/605892	2009	Le Clerc S	Genomewide association study of a rapid progression cohort identifies new susceptibility alleles for AIDS (ANRS Genomewide Association Study 03).	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/19754311	https://doi.org/10.1086/605892
20064070	10.1086/649842	2010	Herbeck JT	Multistage genomewide association study identifies a locus at 1q41 associated with rate of HIV-1 disease progression to clinical AIDS.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/20064070	https://doi.org/10.1086/649842
20205591	10.1086/651382	2010	Pelak K	Host determinants of HIV-1 control in African Americans.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/20205591	https://doi.org/10.1086/651382
21502085	10.1093/infdis/jir046	2011	Troyer JL	Genome-wide association study implicates PARD3B-based AIDS restriction.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/21502085	https://doi.org/10.1093/infdis/jir046
22693232	10.1093/infdis/jis378	2012	Zhou J	A functional variation in CD55 increases the severity of 2009 pandemic H1N1 influenza A virus infection.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/22693232	https://doi.org/10.1093/infdis/jis378
26450422	10.1093/infdis/jiv483	2015	DeLorenze GN	Polymorphisms in HLA Class II Genes Are Associated With Susceptibility to Staphylococcus aureus Infection in a White Population.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/26450422	https://doi.org/10.1093/infdis/jiv483
29253144	10.1093/infdis/jix538	2017	Voigt EA	Polymorphisms in the Wilms Tumor Gene Are Associated With Interindividual Variations in Rubella Virus-Specific Cellular Immunity After Measles-Mumps-Rubella II Vaccination.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/29253144	https://doi.org/10.1093/infdis/jix538
31219150	10.1093/infdis/jiz294	2019	Ekenberg C	Association Between Single-Nucleotide Polymorphisms in HLA Alleles and Human Immunodeficiency Virus Type 1 Viral Load in Demographically Diverse, Antiretroviral Therapy-Naive Participants From the Strategic Timing of AntiRetroviral Treatment Trial.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/31219150	https://doi.org/10.1093/infdis/jiz294
31241743	10.1093/infdis/jiz206	2019	Jaeger M	A Genome-Wide Functional Genomics Approach Identifies Susceptibility Pathways to Fungal Bloodstream Infection in Humans.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/31241743	https://doi.org/10.1093/infdis/jiz206
33119750	10.1093/infdis/jiaa677	2020	Vergara C	A Multiancestry Sex-Stratified Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/33119750	https://doi.org/10.1093/infdis/jiaa677
33974707	10.1093/infdis/jiab253	2021	Gabrielaite M	Human Immunotypes Impose Selection on Viral Genotypes Through Viral Epitope Specificity.	J Infect Dis	https://pubmed.ncbi.nlm.nih.gov/33974707	https://doi.org/10.1093/infdis/jiab253
34815687	10.2147/JIR.S338724	2021	Wu SE	A Genome-Wide Association Study Identifies Novel Risk Loci for Sarcopenia in a Taiwanese Population.	J Inflamm Res	https://pubmed.ncbi.nlm.nih.gov/34815687	https://doi.org/10.2147/JIR.S338724
25896417	10.1159/000381265	2015	Nakada TA	VPS13D Gene Variant Is Associated with Altered IL-6 Production and Mortality in Septic Shock.	J Innate Immun	https://pubmed.ncbi.nlm.nih.gov/25896417	https://doi.org/10.1159/000381265
31260374	10.1089/jir.2019.0013	2019	Pedergnana V	Impact of <i>IFNL4</i> Genetic Variants on Sustained Virologic Response and Viremia in Hepatitis C Virus Genotype 3 Patients.	J Interferon Cytokine Res	https://pubmed.ncbi.nlm.nih.gov/31260374	https://doi.org/10.1089/jir.2019.0013
33179336	10.1111/joim.13187	2020	Syreeni A	Genome-wide search for genes affecting the age at diagnosis of type 1 diabetes.	J Intern Med	https://pubmed.ncbi.nlm.nih.gov/33179336	https://doi.org/10.1111/joim.13187
19340012	10.1038/jid.2009.62	2009	Nan H	Genome-wide association study of tanning phenotype in a population of European ancestry.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/19340012	https://doi.org/10.1038/jid.2009.62
19890347	10.1038/jid.2009.347	2009	Birlea SA	Genome-wide association study of generalized vitiligo in an isolated European founder population identifies SMOC2, in close proximity to IDDM8.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/19890347	https://doi.org/10.1038/jid.2009.347
21326295	10.1038/jid.2011.12	2011	Jin Y	Genome-wide analysis identifies a quantitative trait locus in the MHC class II region associated with generalized vitiligo age of onset.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/21326295	https://doi.org/10.1038/jid.2011.12
22170493	10.1038/jid.2011.415	2011	Ellinghaus E	Genome-wide meta-analysis of psoriatic arthritis identifies susceptibility locus at REL.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/22170493	https://doi.org/10.1038/jid.2011.415
22437316	10.1038/jid.2012.46	2012	Sarig O	Population-specific association between a polymorphic variant in ST18, encoding a pro-apoptotic molecule, and pemphigus vulgaris.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/22437316	https://doi.org/10.1038/jid.2012.46
22951725	10.1038/jid.2012.320	2012	Tang XF	Association analyses identify three susceptibility Loci for vitiligo in the Chinese Han population.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/22951725	https://doi.org/10.1038/jid.2012.320
23223146	10.1038/jid.2012.458	2012	Le Clerc S	A genome-wide association study in Caucasian women points out a putative role of the STXBP5L gene in facial photoaging.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/23223146	https://doi.org/10.1038/jid.2012.458
24037343	10.1038/jid.2013.381	2013	Chang ALS	Identification of genes promoting skin youthfulness by genome-wide association study.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/24037343	https://doi.org/10.1038/jid.2013.381
25337690	10.1038/jid.2014.459	2015	Redler S	Immunochip-based analysis: high-density genotyping of immune-related loci sheds further light on the autoimmune genetic architecture of alopecia areata.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/25337690	https://doi.org/10.1038/jid.2014.459
25705849	10.1038/jid.2015.62	2015	Jacobs LC	A Genome-Wide Association Study Identifies the Skin Color Genes IRF4, MC1R, ASIP, and BNC2 Influencing Facial Pigmented Spots.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/25705849	https://doi.org/10.1038/jid.2015.62
26829030	10.1016/j.jid.2016.01.013	2016	Asgari MM	Identification of Susceptibility Loci for Cutaneous Squamous Cell Carcinoma.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/26829030	https://doi.org/10.1016/j.jid.2016.01.013
28011148	10.1016/j.jid.2016.11.030	2016	Zhang M	A Genome-Wide Association Study of Basal Transepidermal Water Loss Finds that Variants at 9q34.3 Are Associated with Skin Barrier Function.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/28011148	https://doi.org/10.1016/j.jid.2016.11.030
28502801	10.1016/j.jid.2017.04.026	2017	Law MH	Genome-Wide Association Shows that Pigmentation Genes Play a Role in Skin Aging.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/28502801	https://doi.org/10.1016/j.jid.2017.04.026
29031612	10.1016/j.jid.2017.10.001	2017	Hirata J	Variants at HLA-A, HLA-C, and HLA-DQB1 Confer Risk of Psoriasis Vulgaris in Japanese.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/29031612	https://doi.org/10.1016/j.jid.2017.10.001
29203360	10.1016/j.jid.2017.11.020	2017	Sanders MGH	The Genetics of Seborrheic Dermatitis: A Candidate Gene Approach and Pilot Genome-Wide Association Study.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/29203360	https://doi.org/10.1016/j.jid.2017.11.020
29555444	10.1016/j.jid.2017.12.037	2018	Hamer MA	Facial Wrinkles in Europeans: A Genome-Wide Association Study.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/29555444	https://doi.org/10.1016/j.jid.2017.12.037
29857070	10.1016/j.jid.2018.05.011	2018	Gao J	Association Study and Fine-Mapping Major Histocompatibility Complex Analysis of Pemphigus Vulgaris in a Han Chinese Population.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/29857070	https://doi.org/10.1016/j.jid.2018.05.011
31376382	10.1016/j.jid.2019.07.692	2019	Yang C	Exome-Wide Rare Loss-of-Function Variant Enrichment Study of 21,347 Han Chinese Individuals Identifies Four Susceptibility Genes for Psoriasis.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/31376382	https://doi.org/10.1016/j.jid.2019.07.692
31465739	10.1016/j.jid.2019.06.152	2019	Liu M	A Genetic Variant in the BCL2 Gene Associates with Adalimumab Response in Hidradenitis Suppurativa Clinical Trials and Regulates Expression of BCL2.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/31465739	https://doi.org/10.1016/j.jid.2019.06.152
32339537	10.1016/j.jid.2020.03.970	2020	Roberts V	Genome-Wide Association Study Identifies Genetic Associations with Perceived Age.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/32339537	https://doi.org/10.1016/j.jid.2020.03.970
32920024	10.1016/j.jid.2020.08.014	2020	Sanna M	Looking for Sunshine: Genetic Predisposition to Sun Seeking in 265,000 Individuals of European Ancestry.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/32920024	https://doi.org/10.1016/j.jid.2020.08.014
33069728	10.1016/j.jid.2020.07.039	2020	Pu W	Exome-Wide Association Analysis Suggests LRP2BP as a Susceptibility Gene for Endothelial Injury in Systemic Sclerosis in the Han Chinese Population.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/33069728	https://doi.org/10.1016/j.jid.2020.07.039
33385400	10.1016/j.jid.2020.11.025	2020	Patrick MT	Causal Relationship and Shared Genetic Loci between Psoriasis and Type 2 Diabetes through Trans-Disease Meta-Analysis.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/33385400	https://doi.org/10.1016/j.jid.2020.11.025
34023362	10.1016/j.jid.2021.04.021	2021	Li B	A GWAS Finds Variants at 2p21 Associated with Self-Reported Sensitive Skin in the Han Chinese Population.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/34023362	https://doi.org/10.1016/j.jid.2021.04.021
34537190	10.1016/j.jid.2021.06.039	2021	Yousaf A	GWAS Identifies Three Susceptibility Loci for Trichilemmal Cysts.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/34537190	https://doi.org/10.1016/j.jid.2021.06.039
34570997	10.1016/j.jid.2021.07.186	2021	Wang F	A Genome-Wide Scan on Individual Typology Angle Found Variants at SLC24A2 Associated with Skin Color Variation in Chinese Populations.	J Invest Dermatol	https://pubmed.ncbi.nlm.nih.gov/34570997	https://doi.org/10.1016/j.jid.2021.07.186
23678272	10.3346/jkms.2013.28.5.775	2013	Cheong KA	Three new single nucleotide polymorphisms identified by a genome-wide association study in Korean patients with vitiligo.	J Korean Med Sci	https://pubmed.ncbi.nlm.nih.gov/23678272	https://doi.org/10.3346/jkms.2013.28.5.775
28776340	10.3346/jkms.2017.32.9.1451	2017	Son CN	ABCG2 Polymorphism Is Associated with Hyperuricemia in a Study of a Community-Based Korean Cohort.	J Korean Med Sci	https://pubmed.ncbi.nlm.nih.gov/28776340	https://doi.org/10.3346/jkms.2017.32.9.1451
29354237	10.3340/jkns.2016.0910.002	2018	Kim HA	Novel Genetic Variants Associated with Lumbar Spondylosis in Koreans : A Genome-Wide Association Study.	J Korean Neurosurg Soc	https://pubmed.ncbi.nlm.nih.gov/29354237	https://doi.org/10.3340/jkns.2016.0910.002
32489964	10.12997/jla.2020.9.1.172	2020	Cresci S	Genetic Architecture of Circulating Very-Long-Chain (C24:0 and C22:0) Ceramide Concentrations.	J Lipid Atheroscler	https://pubmed.ncbi.nlm.nih.gov/32489964	https://doi.org/10.12997/jla.2020.9.1.172
19124843	10.1194/jlr.M800515-JLR200	2009	Ober C	Genome-wide association study of plasma lipoprotein(a) levels identifies multiple genes on chromosome 6q.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/19124843	https://doi.org/10.1194/jlr.M800515-JLR200
22368281	10.1194/jlr.P021113	2012	Deshmukh HA	Genome-wide association study of genetic determinants of LDL-c response to atorvastatin therapy: importance of Lp(a).	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/22368281	https://doi.org/10.1194/jlr.P021113
24023260	10.1194/jlr.P042077	2013	Wu Y	Genetic association with lipids in Filipinos: waist circumference modifies an APOA5 effect on triglyceride levels.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/24023260	https://doi.org/10.1194/jlr.P042077
24023261	10.1194/jlr.M039420	2013	Keller M	THOC5: a novel gene involved in HDL-cholesterol metabolism.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/24023261	https://doi.org/10.1194/jlr.M039420
24847101	10.1194/jlr.M045898	2014	Rudkowska I	Genome-wide association study of the plasma triglyceride response to an n-3 polyunsaturated fatty acid supplementation.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/24847101	https://doi.org/10.1194/jlr.M045898
25378659	10.1194/jlr.M052456	2014	Lemaitre RN	Genetic loci associated with circulating levels of very long-chain saturated fatty acids.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/25378659	https://doi.org/10.1194/jlr.M052456
28298293	10.1194/jlr.P071860	2017	Hu Y	Discovery and fine-mapping of loci associated with MUFAs through trans-ethnic meta-analysis in Chinese and European populations.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/28298293	https://doi.org/10.1194/jlr.P071860
28512139	10.1194/jlr.M076232	2017	Mack S	A genome-wide association meta-analysis on lipoprotein (a) concentrations adjusted for apolipoprotein (a) isoforms.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/28512139	https://doi.org/10.1194/jlr.M076232
30108155	10.1194/jlr.P080218	2018	Hebbar P	Genome-wide association study identifies novel recessive genetic variants for high TGs in an Arab population.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/30108155	https://doi.org/10.1194/jlr.P080218
31186284	10.1194/jlr.P091009	2019	Liu Y	A genome-wide association study on lipoprotein (a) levels and coronary artery disease severity in a Chinese population.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/31186284	https://doi.org/10.1194/jlr.P091009
31694877	10.1194/jlr.P091546	2019	Nishida Y	The interaction between ABCA1 polymorphism and physical activity on the HDL-cholesterol levels in a Japanese population.	J Lipid Res	https://pubmed.ncbi.nlm.nih.gov/31694877	https://doi.org/10.1194/jlr.P091546
31269844	10.1080/14767058.2019.1640205	2019	Wu NN	A genome-wide association study of gestational diabetes mellitus in Chinese women.	J Matern Fetal Neonatal Med	https://pubmed.ncbi.nlm.nih.gov/31269844	https://doi.org/10.1080/14767058.2019.1640205
18835860	10.1136/jmg.2008.057356	2008	Mushiroda T	A genome-wide association study identifies an association of a common variant in TERT with susceptibility to idiopathic pulmonary fibrosis.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/18835860	https://doi.org/10.1136/jmg.2008.057356
19359265	10.1136/jmg.2008.064956	2009	Mangino M	A genome-wide association study identifies a novel locus on chromosome 18q12.2 influencing white cell telomere length.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/19359265	https://doi.org/10.1136/jmg.2008.064956
19508968	10.1136/jmg.2009.067314	2009	Zhai G	A genome-wide association study suggests that a locus within the ataxin 2 binding protein 1 gene is associated with hand osteoarthritis: the Treat-OA consortium.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/19508968	https://doi.org/10.1136/jmg.2009.067314
21785125	10.1136/jmedgenet-2011-100061	2011	Traglia M	Association of HFE and TMPRSS6 genetic variants with iron and erythrocyte parameters is only in part dependent on serum hepcidin concentrations.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/21785125	https://doi.org/10.1136/jmedgenet-2011-100061
22140272	10.1136/jmedgenet-2011-100174	2011	Dalgaard MD	A genome-wide association study of men with symptoms of testicular dysgenesis syndrome and its network biology interpretation.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/22140272	https://doi.org/10.1136/jmedgenet-2011-100174
23349225	10.1136/jmedgenet-2012-101156	2013	Hwang JY	Meta-analysis identifies a MECOM gene as a novel predisposing factor of osteoporotic fracture.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/23349225	https://doi.org/10.1136/jmedgenet-2012-101156
23505323	10.1136/jmedgenet-2012-101461	2013	Weissglas-Volkov D	Genomic study in Mexicans identifies a new locus for triglycerides and refines European lipid loci.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/23505323	https://doi.org/10.1136/jmedgenet-2012-101461
23539754	10.1136/jmedgenet-2013-101518	2013	Yamada Y	Identification of chromosome 3q28 and ALPK1 as susceptibility loci for chronic kidney disease in Japanese individuals by a genome-wide association study.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/23539754	https://doi.org/10.1136/jmedgenet-2013-101518
23572186	10.1136/jmedgenet-2012-101287	2013	Zheng HF	Meta-analysis of genome-wide studies identifies MEF2C SNPs associated with bone mineral density at forearm.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/23572186	https://doi.org/10.1136/jmedgenet-2012-101287
23776197	10.1136/jmedgenet-2012-101466	2013	Leandro-Garcia LJ	Genome-wide association study identifies ephrin type A receptors implicated in paclitaxel induced peripheral sensory neuropathy.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/23776197	https://doi.org/10.1136/jmedgenet-2012-101466
24049095	10.1136/jmedgenet-2013-101705	2013	Chen Z	Genome-wide association study of sex hormones, gonadotropins and sex hormone-binding protein in Chinese men.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/24049095	https://doi.org/10.1136/jmedgenet-2013-101705
24065354	10.1136/jmedgenet-2013-101724	2013	Al-Qahtani A	Genome-wide association study of chronic hepatitis B virus infection reveals a novel candidate risk allele on 11q22.3.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/24065354	https://doi.org/10.1136/jmedgenet-2013-101724
24665060	10.1136/jmedgenet-2013-102151	2014	Argos M	Genome-wide association study of smoking behaviours among Bangladeshi adults.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/24665060	https://doi.org/10.1136/jmedgenet-2013-102151
24667120	10.1136/jmedgenet-2014-102303	2014	Zhang TX	Genome-wide association study identifies new disease loci for isolated clubfoot.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/24667120	https://doi.org/10.1136/jmedgenet-2014-102303
24919509	10.1136/jmedgenet-2014-102423	2014	Terao C	A genome-wide association study of serum levels of prostate-specific antigen in the Japanese population.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/24919509	https://doi.org/10.1136/jmedgenet-2014-102423
25057126	10.1136/jmedgenet-2014-102478	2014	Ramos YF	Meta-analysis identifies loci affecting levels of the potential osteoarthritis biomarkers sCOMP and uCTX-II with genome wide significance.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/25057126	https://doi.org/10.1136/jmedgenet-2014-102478
27036123	10.1136/jmedgenet-2015-103439	2016	van Leeuwen EM	Meta-analysis of 49 549 individuals imputed with the 1000 Genomes Project reveals an exonic damaging variant in ANGPTL4 determining fasting TG levels.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/27036123	https://doi.org/10.1136/jmedgenet-2015-103439
27587472	10.1136/jmedgenet-2016-103966	2016	Postmus I	Meta-analysis of genome-wide association studies of HDL cholesterol response to statins.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/27587472	https://doi.org/10.1136/jmedgenet-2016-103966
27941131	10.1136/jmedgenet-2016-104304	2016	Feenstra B	Genome-wide association study identifies variants in <i>HORMAD2</i> associated with tonsillectomy.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/27941131	https://doi.org/10.1136/jmedgenet-2016-104304
28039329	10.1136/jmedgenet-2016-104112	2016	Noordam R	A genome-wide interaction analysis of tricyclic/tetracyclic antidepressants and RR and QT intervals: a pharmacogenomics study from the Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) consortium.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/28039329	https://doi.org/10.1136/jmedgenet-2016-104112
29018042	10.1136/jmedgenet-2017-104880	2017	Schierding W	GWAS on prolonged gestation (post-term birth): analysis of successive Finnish birth cohorts.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/29018042	https://doi.org/10.1136/jmedgenet-2017-104880
29151059	10.1136/jmedgenet-2017-104922	2017	Delgado DA	Genome-wide association study of telomere length among South Asians identifies a second RTEL1 association signal.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/29151059	https://doi.org/10.1136/jmedgenet-2017-104922
29453196	10.1136/jmedgenet-2017-104991	2018	Sato Y	Genome-wide association study identifies <i>ERBB4</i> on 2q34 as a novel locus associated with sperm motility in Japanese men.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/29453196	https://doi.org/10.1136/jmedgenet-2017-104991
29514873	10.1136/jmedgenet-2017-105134	2018	Mychaleckyj JC	Multiplex genomewide association analysis of breast milk fatty acid composition extends the phenotypic association and potential selection of <i>FADS1</i> variants to arachidonic acid, a critical infant micronutrient.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/29514873	https://doi.org/10.1136/jmedgenet-2017-105134
30166351	10.1136/jmedgenet-2018-105437	2018	Galvan-Femenia I	Multitrait genome association analysis identifies new susceptibility genes for human anthropometric variation in the GCAT cohort.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/30166351	https://doi.org/10.1136/jmedgenet-2018-105437
