"SCR.title"	"journal"	"PMID"	"Public_ss"	"ds_count"	"year"	"is_research_article"	"relative_citation_ratio"	"nih_percentile"	"citation_count"	"citations_per_year"	"expected_citations_per_year"	"field_citation_rate"	"SJR"	"SJR_Best_Quartile"	"H_index"	"Publisher"
"JAMA Psychiatry"	"JAMA Psychiatry"	30649180	"N"	0	2019	"Yes"	2.17	77.2	25	8.33333333333333	3.83640784927156	7.68241101437817	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	31116379	"N"	0	2019	"Yes"	4.7	92.6	51	17	3.61966846110805	7.22952623632511	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	31268507	"N"	0	2019	"Yes"	1.72	70	22	7.33333333333333	4.25908077969771	8.56560136527399	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	31553412	"N"	0	2019	"Yes"	6.07	95.2	59	19.6666666666667	3.24206306651278	6.44050612894207	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	31596458	"N"	0	2019	"Yes"	3.05	85.6	34	11.3333333333333	3.71560149361882	7.42998177190973	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	31913414	"N"	0	2020	"Yes"	5.27	93.9	35	17.5	3.31936105904407	7.35689785540282	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	32492095	"N"	0	2020	"Yes"	8.23	97.2	43	21.5	2.61383801044669	5.79320505102375	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	33263727	"N"	0	2021	"Yes"	3.75	NA	12	12	3.20249032546482	8.98271708254548	5.59	"Q1"	380	"American Medical Association"
"JAMA Psychiatry"	"JAMA Psychiatry"	35019943	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	5.59	"Q1"	380	"American Medical Association"
"JAMA Surgery"	"JAMA Surg"	34319380	"Y"	1	2021	"Yes"	NA	NA	2	2	NA	8.23807030652237	3.569	"Q1"	186	"American Medical Association"
"JAMA network open"	"JAMA Netw Open"	30294719	"N"	0	2018	"Yes"	1.98	74.5	31	7.75	3.91277914515303	7.8354747899786	4.031	"Q1"	72	"American Medical Association"
"JAMA network open"	"JAMA Netw Open"	31050781	"N"	0	2019	"Yes"	0.17	8.6	3	1	5.76309500513468	11.7082933994592	4.031	"Q1"	72	"American Medical Association"
"JAMA network open"	"JAMA Netw Open"	34854908	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	4.031	"Q1"	72	"American Medical Association"
"JARO - Journal of the Association for Research in Otolaryngology"	"J Assoc Res Otolaryngol"	23974705	"N"	0	2013	"Yes"	1.31	60.5	30	3.33333333333333	2.53556573159167	5.30697805695588	0.899	"Q1"	77	"Springer New York"
"JBMR Plus"	"JBMR Plus"	30680360	"N"	0	2018	"Yes"	0.52	27.9	5	1.25	2.42198182031101	4.56073788082977	0.862	"Q1"	19	"Wiley-Blackwell Publishing Ltd"
"JCI insight"	"JCI Insight"	28352666	"N"	0	2017	"Yes"	1.45	64.1	33	6.6	4.53943192112069	9.49302258032066	3.64	"Q1"	68	"The American Society for Clinical Investigation"
"JCI insight"	"JCI Insight"	29093273	"N"	0	2017	"Yes"	1.31	60.5	23	4.6	3.49898895261646	7.02928463068326	3.64	"Q1"	68	"The American Society for Clinical Investigation"
"JCI insight"	"JCI Insight"	29563342	"N"	0	2018	"Yes"	5.39	94.1	72	18	3.33890690217786	6.57488719440725	3.64	"Q1"	68	"The American Society for Clinical Investigation"
"JCI insight"	"JCI Insight"	31600170	"N"	0	2019	"Yes"	0.56	30.6	8	2.66666666666667	4.72021963104401	9.52916764694149	3.64	"Q1"	68	"The American Society for Clinical Investigation"
"JCI insight"	"JCI Insight"	32701512	"N"	0	2020	"Yes"	0.5	26.8	5	2.5	5.04424823462547	11.1798681611704	3.64	"Q1"	68	"The American Society for Clinical Investigation"
"JDR Clinical and Translational Research"	"JDR Clin Trans Res"	28459102	"Y"	1	2016	"Yes"	0.64	34.3	10	1.66666666666667	2.61240948737377	5.18035581094357	0.674	"Q1"	16	"SAGE Publications Ltd"
"Journal of Advanced Research"	"J Adv Res"	30891314	"N"	0	2019	"Yes"	0.25	12.6	4	1.33333333333333	5.40131269491611	10.9523361982547	1.87	"Q1"	67	"Cairo University"
"Journal of Advanced Research"	"J Adv Res"	34026292	"N"	0	2020	"Yes"	0.36	19.1	2	1	2.78080525990991	6.16326452260537	1.87	"Q1"	67	"Cairo University"
"Journal of Affective Disorders"	"J Affect Disord"	20451256	"N"	0	2010	"Yes"	2.16	77.1	86	7.16666666666667	3.31245988058708	7.81345610325514	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	21621269	"N"	0	2011	"Yes"	0.95	48.4	32	2.90909090909091	3.06002296677212	7.04420236724012	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	22925353	"N"	0	2013	"Yes"	1.17	56.3	31	3.44444444444444	2.93456741467119	6.53956783224594	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	24882193	"N"	0	2014	"Yes"	0.93	47.5	24	3	3.22815579218935	7.16544246985452	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	25451450	"N"	0	2015	"Yes"	0.46	24.6	9	1.28571428571429	2.81635858225574	5.8350416767743	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	25827505	"N"	0	2015	"Yes"	0.31	16.2	6	0.857142857142857	2.77545465149443	5.72083051579708	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	26114229	"N"	0	2015	"Yes"	2.52	81.2	56	8	3.17866305705231	6.84666119410673	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	26433762	"N"	0	2016	"Yes"	1.56	66.5	32	5.33333333333333	3.42915830798845	7.42329243015883	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	27769005	"N"	0	2017	"Yes"	0.53	28.7	10	2	3.76639841855736	7.66250227862221	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	30219690	"N"	0	2019	"Yes"	0.35	18.5	4	1.33333333333333	3.82667893947426	7.6620821060446	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	30699873	"N"	0	2019	"Yes"	1.32	60.7	13	4.33333333333333	3.27505102977634	6.50943566938059	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	30999091	"N"	0	2019	"Yes"	0.42	22.3	5	1.66666666666667	4.00756278339181	8.0400454296477	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	31003110	"N"	0	2019	"Yes"	0.53	28.7	6	2	3.77830001915478	7.56099260506841	1.791	"Q1"	205	"Elsevier"
"Journal of Affective Disorders"	"J Affect Disord"	32063569	"N"	0	2020	"Yes"	0	0	0	0	1.70865676810935	3.7869978858351	1.791	"Q1"	205	"Elsevier"
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	19910028	"N"	0	2010	"Yes"	3.43	87.9	136	11.3333333333333	3.29941090231713	7.77184496528929	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	20159242	"N"	0	2010	"Yes"	5.66	94.6	226	18.8333333333333	3.32714928520982	7.86029830267857	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	20920776	"N"	0	2010	"Yes"	0.9	46.4	38	3.16666666666667	3.51187748480864	8.44936745741772	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	20947153	"N"	0	2010	"Yes"	1.85	72.4	54	4.5	2.42684491460173	4.9893693608396	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	21094521	"N"	0	2011	"Yes"	0.72	38.2	24	2.18181818181818	3.04335586074191	6.99294096675072	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	21211648	"N"	0	2011	"Yes"	3.06	85.7	106	9.63636363636364	3.15417761953515	7.33378469511866	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	21497890	"N"	0	2011	"Yes"	3.48	88.2	130	11.8181818181818	3.39511791965667	8.07482139316211	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	21696813	"N"	0	2011	"Yes"	0.55	29.8	20	1.81818181818182	3.30622582285053	7.80142459791385	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	22036096	"N"	0	2011	"Yes"	4.5	92.1	151	13.7272727272727	3.0537216485987	7.02482201447142	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	22051697	"N"	0	2012	"Yes"	1.2	57	36	3.6	3.00849593356853	6.93406400699266	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	22075330	"N"	0	2012	"Yes"	3.17	86.4	108	10.8	3.40305002671585	8.18136146889203	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	22424883	"N"	0	2012	"Yes"	2.31	78.9	74	7.4	3.20457175291628	7.55391531777596	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	22560479	"N"	0	2012	"Yes"	1.22	57.7	39	3.9	3.19443623202116	7.52187405979113	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	22694930	"N"	0	2012	"Yes"	2.81	83.9	99	9.9	3.51827084789367	8.54560718401481	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	23146381	"N"	0	2013	"Yes"	1.28	59.6	39	4.33333333333333	3.37888307087387	7.91214082644953	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	23541324	"N"	0	2013	"Yes"	2.63	82.3	76	8.44444444444445	3.21438683868173	7.40398163195971	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	23932459	"N"	0	2014	"Yes"	1.54	66.1	43	5.375	3.4966634762959	7.9504305944098	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	23992748	"N"	0	2014	"Yes"	2.71	83	69	8.625	3.18196773887899	7.03041067936553	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	24280104	"N"	0	2014	"Yes"	0.52	28	14	1.75	3.38457767034409	7.62274527361106	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	24315451	"N"	0	2014	"Yes"	1.02	51.1	28	3.5	3.41700053370617	7.71753422830338	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	24388013	"N"	0	2014	"Yes"	4.82	92.9	120	15	3.11249665919971	6.82731044880888	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	24406073	"N"	0	2014	"Yes"	2.8	83.7	77	9.625	3.44361779793174	7.7953503861342	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	24486069	"N"	0	2014	"Yes"	2.04	75.4	49	6.125	3.00092957963796	6.50114163602907	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	25224099	"N"	0	2015	"Yes"	2.41	80.1	46	6.57142857142857	2.7275336239838	5.58702635357251	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	25488688	"N"	0	2015	"Yes"	1.64	68.4	37	5.28571428571429	3.2186512976891	6.9583155829041	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	25672763	"N"	0	2015	"Yes"	2.96	85	47	6.71428571428571	2.27167265458574	4.31418020920155	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	25865352	"N"	0	2015	"Yes"	1.07	52.9	25	3.57142857142857	3.32777348650772	7.26300443899658	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	25935106	"N"	0	2015	"Yes"	0.87	45.2	21	3	3.43776723141954	7.57012683708385	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	25979521	"N"	0	2015	"Yes"	0.93	47.5	23	3.28571428571429	3.54005390336856	7.85572969574219	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	26025128	"N"	0	2015	"Yes"	0.35	18.9	8	1.14285714285714	3.21933186325798	6.96021584486661	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	26073756	"N"	0	2015	"Yes"	1.19	56.9	31	4.42857142857143	3.71390814114048	8.34116212160383	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	26620591	"N"	0	2016	"Yes"	0.56	30.4	13	2.16666666666667	3.85052787087352	8.58044772559757	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	27130862	"N"	0	2016	"Yes"	0.81	42.7	19	3.16666666666667	3.88741501600389	8.68174634581345	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	27523435	"N"	0	2017	"Yes"	1.25	58.7	23	4.6	3.67476779260792	7.44552368648927	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	27612410	"N"	0	2017	"Yes"	1.56	66.6	26	5.2	3.3350990437475	6.64119820954712	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	28109725	"N"	0	2017	"Yes"	0.13	6.2	2	0.4	3.10949073202933	6.10696444935096	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	28167095	"N"	0	2017	"Yes"	0.63	33.7	12	2.4	3.83455378253027	7.82389214983525	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	28927820	"N"	0	2018	"Yes"	0.49	26.2	7	1.75	3.60641068921121	7.16249525496505	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	29030101	"N"	0	2018	"Yes"	2.84	84.1	41	10.25	3.61412519305754	7.1794412006415	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	29679657	"N"	0	2019	"Yes"	2.2	77.6	25	8.33333333333333	3.78567229364183	7.57639723882282	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	30367910	"N"	0	2019	"Yes"	1.46	64.3	17	5.66666666666667	3.88212591380181	7.77794056109894	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	30578877	"N"	0	2019	"Yes"	1.12	54.7	15	5	4.44544383316686	8.95501369509007	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	31301374	"N"	0	2019	"Yes"	0.94	47.8	10	3.33333333333333	3.55588989763714	7.09625862490106	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	31669095	"N"	0	2020	"Yes"	9.66	97.9	76	38	3.93370602165979	8.71850723068626	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	32439431	"N"	0	2021	"Yes"	NA	NA	4	4	NA	6.53426288092937	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	32650023	"Y"	6	2021	"Yes"	2.27	NA	7	7	3.08908552595357	8.41624117232932	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	32890573	"N"	0	2021	"Yes"	2.42	NA	7	7	2.88912710504712	7.41741547027314	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	33485957	"N"	0	2021	"Yes"	6.24	NA	17	17	2.72378537731677	6.59150593102593	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	33713768	"N"	0	2021	"Yes"	NA	NA	4	4	NA	6.47641290755249	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	34116867	"N"	0	2021	"Yes"	NA	NA	3	3	NA	7.63004296836661	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	34271060	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	34454985	"Y"	1	2022	"Yes"	NA	NA	0	0	NA	NA	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	34506852	"Y"	1	2022	"Yes"	NA	NA	2	2	1.00005582503891	8.05781246210769	3.81	"Q1"	307	"Mosby Inc."
"Journal of Allergy and Clinical Immunology"	"J Allergy Clin Immunol"	34536413	"N"	0	2021	"Yes"	NA	NA	1	1	NA	10.5675676682296	3.81	"Q1"	307	"Mosby Inc."
"Journal of Alternative and Complementary Medicine"	"J Altern Complement Med"	19954339	"N"	0	2009	"Yes"	0.46	24.8	14	1.07692307692308	2.34358937055893	4.91937674858993	0.581	"Q1"	94	"Mary Ann Liebert Inc."
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	20061627	"N"	0	2010	"Yes"	2.31	79	92	7.66666666666667	3.31463582791357	7.82039485681392	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	21098978	"N"	0	2011	"Yes"	0.87	45	32	2.90909090909091	3.34880064541989	7.93236784784204	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	22785395	"N"	0	2012	"Yes"	0.32	17	12	1.2	3.72400045133995	9.19597684605325	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	25649651	"N"	0	2015	"Yes"	0.27	14.2	7	1	3.63957674950807	8.13361545365818	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	26519441	"N"	0	2016	"Yes"	0.43	23.1	9	1.5	3.4960111937885	7.60688227060487	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	28128768	"N"	0	2017	"Yes"	0.16	7.7	3	0.6	3.82129665910795	7.79249967656441	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	31985465	"N"	0	2020	"Yes"	0.18	9	1	0.5	2.74777918946592	6.09006687326868	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	32310165	"N"	0	2020	"Yes"	0.18	9	1	0.5	2.73891708603586	6.0704252649714	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	32804141	"N"	0	2020	"Yes"	0	0	0	0	1.76758677463862	3.91760797342193	1.225	"Q1"	151	"IOS Press BV"
"Journal of Alzheimer's Disease"	"J Alzheimers Dis"	34151794	"N"	0	2021	"Yes"	NA	NA	1	1	NA	5.42553417063567	1.225	"Q1"	151	"IOS Press BV"
"Journal of Antimicrobial Chemotherapy"	"J Antimicrob Chemother"	28062682	"N"	0	2017	"Yes"	1.89	73	30	6	3.17342656039957	6.25836258597705	1.495	"Q1"	203	"Oxford University Press"
"Journal of Applied Genetics"	"J Appl Genet"	34981446	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	0.73	"Q2"	53	"Springer Berlin"
"Journal of Applied Physiology"	"J Appl Physiol (1985)"	21183627	"N"	0	2011	"Yes"	9	97.6	249	22.6363636363636	2.51552326081589	5.3695374648393	1.003	"Q1"	240	"American Physiological Society"
"Journal of Applied Physiology"	"J Appl Physiol (1985)"	22174390	"N"	0	2012	"Yes"	1.06	52.4	31	3.1	2.92292504973141	6.66355015838158	1.003	"Q1"	240	"American Physiological Society"
"Journal of Arthroplasty"	"J Arthroplasty"	31791832	"N"	0	2020	"Yes"	0.18	8.9	1	0.5	2.77908800458206	6.15945846721883	2.054	"Q1"	143	"Churchill Livingstone"
"Journal of Atherosclerosis and Thrombosis"	"J Atheroscler Thromb"	20610895	"N"	0	2010	"Yes"	0.56	30.1	24	2	3.59187206619145	8.70445758735574	1.245	"Q1"	76	"Japan Atherosclerosis Society"
"Journal of Atherosclerosis and Thrombosis"	"J Atheroscler Thromb"	25328121	"N"	0	2015	"Yes"	0.21	10.6	5	0.714285714285714	3.37696127779854	7.40034563444333	1.245	"Q1"	76	"Japan Atherosclerosis Society"
"Journal of Autoimmunity"	"J Autoimmun"	25936594	"N"	0	2015	"Yes"	2.2	77.6	52	7.42857142857143	3.37181093475038	7.38596494662155	2.751	"Q1"	121	"Academic Press Inc."
"Journal of Autoimmunity"	"J Autoimmun"	29310926	"N"	0	2018	"Yes"	1.61	67.6	26	6.5	4.0465900261853	8.12940839427223	2.751	"Q1"	121	"Academic Press Inc."
"Journal of Biological Chemistry"	"J Biol Chem"	23508960	"N"	0	2013	"Yes"	0.9	46.4	24	2.66666666666667	2.96095076950118	6.62107088042938	1.871	"Q1"	528	"Elsevier Inc."
"Journal of Biological Chemistry"	"J Biol Chem"	31862735	"N"	0	2020	"Yes"	5.14	93.6	30	15	2.92004092454792	6.47186082904815	1.871	"Q1"	528	"Elsevier Inc."
"Journal of Biological Rhythms"	"J Biol Rhythms"	32579418	"N"	0	2020	"Yes"	0.51	27.4	4	2	3.94619083172833	8.74617805973574	0.869	"Q2"	105	"SAGE Publications Inc."
"Journal of Biomedical Science"	"J Biomed Sci"	33985508	"N"	0	2021	"Yes"	NA	NA	3	3	NA	5.14797058974362	2.449	"Q1"	93	"BioMed Central Ltd."
"Journal of Biomolecular Structure and Dynamics"	"J Biomol Struct Dyn"	31902292	"N"	0	2021	"Yes"	1.83	NA	5	5	2.72613187244633	6.60322706602254	0.561	"Q2"	73	"Taylor and Francis Ltd."
"Journal of Bone and Joint Surgery - Series A"	"J Bone Joint Surg Am"	32701715	"N"	0	2020	"Yes"	0.78	41	3	1.5	1.92990493706413	4.27736339616736	1.912	"Q1"	274	"Lippincott Williams and Wilkins Ltd."
"Journal of Bone and Joint Surgery - Series A"	"J Bone Joint Surg Am"	33979311	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	1.912	"Q1"	274	"Lippincott Williams and Wilkins Ltd."
"Journal of Bone and Joint Surgery - Series A"	"J Bone Joint Surg Am"	34982741	"Y"	6	2022	"Yes"	NA	NA	0	0	NA	NA	1.912	"Q1"	274	"Lippincott Williams and Wilkins Ltd."
"Journal of Bone and Mineral Metabolism"	"J Bone Miner Metab"	28012008	"N"	0	2017	"Yes"	0.42	22.6	8	1.6	3.81320825677748	7.77334658083811	0.585	"Q2"	78	"Springer Japan"
"Journal of Bone and Mineral Metabolism"	"J Bone Miner Metab"	32653958	"N"	0	2020	"Yes"	0	0	0	0	1.04068519836844	2.30653266331658	0.585	"Q2"	78	"Springer Japan"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	19874204	"N"	0	2010	"Yes"	0.65	34.7	24	2	3.09800589170863	7.12959608495034	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	20175129	"N"	0	2010	"Yes"	0.68	36.2	27	2.25	3.32838452371374	7.86423728385732	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	20200953	"N"	0	2010	"Yes"	1.12	54.4	39	3.25	2.91209923388193	6.53676901239626	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	21611967	"N"	0	2011	"Yes"	1.17	56.2	37	3.36363636363636	2.86745602623685	6.45194291668489	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	22692763	"N"	0	2012	"Yes"	0.99	50	33	3.3	3.32336211691859	7.92944537079424	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	26235824	"N"	0	2016	"Yes"	1.04	51.6	21	3.5	3.37332150935547	7.2699547121326	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	27476799	"N"	0	2016	"Yes"	1.53	65.9	30	5	3.27314406629649	6.99484974744195	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	28181694	"N"	0	2017	"Yes"	1.21	57.5	21	4.2	3.45747705023882	6.93098568269147	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	29240982	"N"	0	2018	"Yes"	0.23	11.7	4	1	4.32941519444845	8.75067193017621	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	30320955	"N"	0	2019	"Yes"	2.98	85.2	30	10	3.35207691221226	6.67038403214434	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	30690781	"N"	0	2019	"Yes"	1.14	55.2	15	5	4.38022766412902	8.81874215492178	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	30779856	"N"	0	2019	"Yes"	0.25	12.7	3	1	4.02137684779867	8.06891041605335	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	30888730	"N"	0	2019	"Yes"	1.35	61.5	15	5	3.70446134674122	7.40670403273694	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	31170332	"N"	0	2019	"Yes"	0.87	45	11	3.66666666666667	4.22276665532249	8.48972169108455	1.683	"Q1"	251	"Wiley-Blackwell"
"Journal of Bone and Mineral Research"	"J Bone Miner Res"	33338273	"N"	0	2021	"Yes"	NA	NA	2	2	NA	5.9078938700707	1.683	"Q1"	251	"Wiley-Blackwell"
