PMID	Public_ss	ds_count	journal	year	is_research_article	relative_citation_ratio	nih_percentile	citation_count	citations_per_year	expected_citations_per_year	field_citation_rate
25223902	N	0	Genomics	2014	Yes	0.08	3.7	2	0.25	3.30315171695808	7.44435269005586
25224099	N	0	J Allergy Clin Immunol	2015	Yes	2.43	80.3	46	6.57142857142857	2.70172981355961	5.58638962939909
25224454	N	0	Hum Mol Genet	2015	Yes	0.78	40.9	15	2.14285714285714	2.76480774604226	5.76337234266398
25226531	N	0	Nat Commun	2014	Yes	1.6	67.5	42	5.25	3.27786098594974	7.37010916255434
25231870	N	0	Nature	2014	Yes	11.65	98.5	312	39	3.34891867794506	7.57870628487995
25233373	N	0	PLoS One	2014	Yes	1.36	61.8	31	3.875	2.84632343155043	6.10328653582079
25234806	N	0	Eur Respir J	2015	Yes	0.58	31.5	13	1.85714285714286	3.18795366827011	6.95062611708748
25237182	N	0	Blood	2014	Yes	0.48	26.2	16	2	4.13192927497882	9.87731397540933
25240745	N	0	Mitochondrion	2014	Yes	0.44	23.7	12	1.5	3.41050228016872	7.75949124771194
25241763	N	0	Nat Commun	2014	Yes	2.95	85	64	8	2.70791554931615	5.69697604176259
25241909	N	0	Respir Res	2014	Yes	1.36	61.8	35	4.375	3.21018459542785	7.17143819652886
25245031	N	0	Circ Cardiovasc Genet	2014	Yes	1.64	68.5	37	4.625	2.81280808952723	6.00489882150748
25246029	N	0	Acta Diabetol	2015	Yes	1.56	66.7	37	5.28571428571429	3.38439831272468	7.50180629712097
25248455	N	0	Gut	2015	Yes	3.85	89.9	73	10.4285714285714	2.70725795544937	5.60190037162631
25249183	N	0	Hum Mol Genet	2015	Yes	5.46	94.3	123	17.5714285714286	3.21758036223514	7.0337520610845
25256105	N	0	J Clin Periodontol	2014	Yes	1.5	65.2	33	4.125	2.75846234369132	5.84536132635837
25256182	N	0	Stroke	2014	Yes	1.44	63.7	36	4.5	3.13341959993757	6.94608670107544
25261932	N	0	Nat Genet	2014	Yes	2.85	84.2	94	11.75	4.11615771595193	9.83101495083908
25266886	N	0	Pediatr Cardiol	2015	Yes	0.51	27.6	10	1.42857142857143	2.80253186172614	5.86921785925709
25271088	N	0	Eur J Hum Genet	2015	Yes	1.4	62.8	32	4.57142857142857	3.26741851253946	7.17358687680847
25279986	N	0	Am J Hum Genet	2014	Yes	2.13	76.7	66	8.25	3.86692888743174	9.09937823467155
25281659	N	0	Hum Mol Genet	2015	Yes	2.41	80.1	65	9.28571428571429	3.85750056283913	8.82922646740014
25281661	N	0	Hum Mol Genet	2015	Yes	0.87	45.1	24	3.42857142857143	3.93541555456505	9.04783868401736
25282103	N	0	Nat Genet	2014	Yes	38.92	99.9	1050	131.25	3.37262536475361	7.64829968862381
25284319	N	0	Neuropsychopharmacology	2015	Yes	2.01	74.9	45	6.42857142857143	3.20473062978664	6.99769855672956
25288136	N	0	Mol Psychiatry	2015	No	6.7	96	143	20.4285714285714	3.04787532227072	6.55759729117521
25293881	N	0	Cancer Epidemiol Biomarkers Prev	2015	Yes	2.02	75.2	42	6	2.96586354686627	6.32749040657271
25297839	N	0	Genes Immun	2015	Yes	1.64	68.3	37	5.28571428571429	3.23277706414005	7.0763906421215
25303641	N	0	Arthritis Rheumatol	2015	Yes	1	50.4	24	3.42857142857143	3.41584146150289	7.59002881116562
25305756	N	0	Nat Genet	2014	Yes	11.31	98.4	301	37.625	3.3273573016344	7.51541065951571
25310577	N	0	PLoS One	2014	Yes	0.78	41.3	22	2.75	3.51536027590382	8.06731261861453
25310821	N	0	PLoS One	2014	Yes	1.28	59.4	30	3.75	2.939232134532	6.37602953572345
25317111	N	0	Genomics Inform	2014	Yes	0.08	3.9	2	0.25	3.07360465840026	6.77049382257921
25317112	N	0	Genomics Inform	2014	Yes	0.06	3	2	0.25	4.13634641814104	9.89028095092832
25325441	N	0	Sleep	2015	Yes	1.34	61.1	25	3.57142857142857	2.67348800333285	5.50714936256221
25327703	N	0	Nat Commun	2014	Yes	2.7	83	81	10.125	3.74715716586303	8.74777609627304
25328121	N	0	J Atheroscler Thromb	2015	Yes	0.21	10.7	5	0.714285714285714	3.34780356643481	7.39912954100816
25329471	N	0	PLoS One	2014	Yes	0.28	14.4	8	1	3.60186210521975	8.32124758560439
25335168	N	0	Transl Psychiatry	2014	Yes	0.56	30.5	14	1.75	3.10115579213613	6.85137299347162
25337690	N	0	J Invest Dermatol	2015	Yes	0.32	16.9	7	1	3.10889025768876	6.72879169141869
25338677	N	0	Genes Immun	2015	Yes	1.7	69.5	44	6.28571428571429	3.70114125703988	8.39051687284935
25340798	N	0	PLoS Genet	2014	Yes	2.95	84.9	79	9.875	3.35138328357725	7.58594138678245
25342443	N	0	Nat Commun	2014	Yes	3.08	85.8	82	10.25	3.32902441104331	7.5203046296903
25343990	N	0	Hum Mol Genet	2015	Yes	1.48	64.7	34	4.85714285714286	3.28824853379009	7.23203130472811
25344690	N	0	Nat Genet	2014	Yes	3.34	87.4	91	11.375	3.41007504568777	7.75823705719743
25350695	N	0	Nat Commun	2014	Yes	5.46	94.3	146	18.25	3.34366433045922	7.56328161044332
25352340	N	0	Nat Commun	2014	Yes	4.86	93	124	15.5	3.18804699691593	7.10645101195929
25352737	N	0	Mol Vis	2014	Yes	0.83	43.5	22	2.75	3.29937264937303	7.43325885065328
25353672	N	0	Int J Cancer	2015	Yes	0.4	21.4	10	1.42857142857143	3.58544289510238	8.06589288455307
25364816	N	0	PLoS One	2014	Yes	2.09	76.2	49	6.125	2.92481818734465	6.33371591955879
25367360	N	0	Hum Genet	2015	Yes	0.96	48.8	17	2.42857142857143	2.52229645886308	5.08293936217374
25372704	N	0	PLoS One	2014	Yes	2.04	75.4	53	6.625	3.2453086461655	7.27454843980519
25376901	N	0	Genet Epidemiol	2014	Yes	0.17	8.4	5	0.625	3.67715524248499	8.54227829070287
25378290	N	0	Behav Genet	2015	Yes	0.94	47.9	22	3.14285714285714	3.34392888957362	7.3882580555785
25378659	N	0	J Lipid Res	2015	Yes	1.21	57.5	26	3.71428571428571	3.06243124553753	6.59843798922037
25383866	N	0	PLoS One	2014	Yes	0.96	48.7	25	3.125	3.26167520794636	7.32259415581404
25383971	N	0	Nat Genet	2014	Yes	2.1	76.3	58	7.25	3.4528071256321	7.88368144832628
25385369	N	0	Mol Psychiatry	2015	Yes	0.95	48.5	21	3	3.14734699469617	6.83669278124529
25387704	N	0	Psychophysiology	2014	Yes	1.48	64.7	34	4.25	2.8804483580494	6.20346374770839
25387706	N	0	Psychophysiology	2014	Yes	0.67	36.1	15	1.875	2.78432074659739	5.92127131277473
25387707	N	0	Psychophysiology	2014	Yes	0.84	43.7	19	2.375	2.83901803582975	6.08184079951847
25387708	N	0	Psychophysiology	2014	Yes	1.27	59.2	28	3.5	2.75485539752443	5.8347727669826
25387710	N	0	Psychophysiology	2014	Yes	0.89	45.8	22	2.75	3.09886208230657	6.84463957367623
25390645	N	0	PLoS One	2014	Yes	0.67	35.8	18	2.25	3.37158534501637	7.64524660431645
25407941	N	0	Nat Commun	2014	Yes	5.35	94.1	136	17	3.17581532279783	7.07054368158287
25409777	N	0	Respir Res	2014	Yes	0.33	17.5	8	1	3.01098957591769	6.58668084395182
25410890	N	0	Pharmacogenomics	2014	Yes	0.85	44.5	23	2.875	3.36393785086163	7.62279660307257
25411163	N	0	Clin Cancer Res	2015	Yes	0.74	39.4	18	2.57142857142857	3.46600849598051	7.73078640306585
25411281	N	0	Am J Clin Nutr	2014	Yes	0.99	49.9	21	2.625	2.64918941920151	5.52457948055649
25420145	N	0	Nat Genet	2015	Yes	5.3	94	131	18.7142857142857	3.53228423524132	7.91674145416458
25429064	N	0	Hum Mol Genet	2015	Yes	2.39	79.9	63	9	3.7639833269855	8.56683780805464
25429627	N	0	J Clin Endocrinol Metab	2015	Yes	0.75	39.6	16	2.28571428571429	3.06272998916333	6.59927619769333
25431337	N	0	Clin Exp Allergy	2015	Yes	0.36	19.1	10	1.42857142857143	3.98573744666892	9.18903077213181
25434496	N	0	Gene	2015	Yes	0.5	26.8	15	2.14285714285714	4.32397306676454	10.1380450376805
25436638	N	0	PLoS One	2014	Yes	1.09	53.4	26	3.25	2.98704252413652	6.51638182424733
25442119	N	0	Neurobiol Aging	2015	Yes	0.3	15.7	8	1.14285714285714	3.8000754670397	8.66810436234582
25451450	N	0	J Affect Disord	2015	Yes	0.46	24.9	9	1.28571428571429	2.79027552073767	5.83482927996376
25456346	N	0	Psychoneuroendocrinology	2015	Yes	4.89	93.1	102	14.5714285714286	2.97936735493436	6.36537910230565
25457201	N	0	J Hepatol	2015	Yes	1.35	61.6	31	4.42857142857143	3.27227655627102	7.18721747196167
25461247	N	0	Pharmacogenet Genomics	2015	Yes	0.52	28.3	13	1.85714285714286	3.55655430288977	7.98483789065965
25468567	N	0	Blood	2015	Yes	2.53	81.4	71	10.1428571428571	4.0067141039485	9.24788662828385
25469926	N	0	Mol Psychiatry	2015	Yes	3.07	85.8	69	9.85714285714286	3.21164925191417	7.01711067865543
25475840	N	0	Twin Res Hum Genet	2015	Yes	0.27	13.9	6	0.857142857142857	3.18357865864095	6.93835080868321
25476525	N	0	Diabetologia	2015	Yes	0.93	47.4	24	3.42857142857143	3.70546471585329	8.40264754107785
25477429	N	0	Circ Cardiovasc Genet	2015	No	0.99	49.7	22	3.14285714285714	3.18980701985746	6.95582621131462
25483131	N	0	Sci Rep	2014	Yes	0.69	37.1	19	2.375	3.42700443078616	7.80793499861802
25488688	N	0	J Allergy Clin Immunol	2015	Yes	1.66	68.7	37	5.28571428571429	3.19054365325852	6.9578930415494
25489960	N	0	Inflamm Bowel Dis	2015	Yes	1.8	71.5	48	6.85714285714286	3.80188517423258	8.67318200006483
25493955	N	0	Kidney Int	2015	Yes	3.64	89	85	12.1428571428571	3.33388020596688	7.360063674129
25500335	N	0	Prostaglandins Leukot Essent Fatty Acids	2015	Yes	2.05	75.6	42	6	2.92403273820391	6.21012241869255
25503805	N	0	Thromb Haemost	2015	Yes	1.83	72.1	41	5.85714285714286	3.19401935452449	6.96764508979097
25514360	N	0	Am J Respir Cell Mol Biol	2015	Yes	0.76	40.1	19	2.71428571428571	3.58770357522988	8.07223585248245
25517131	N	0	Am J Respir Crit Care Med	2015	Yes	0.73	39	18	2.57142857142857	3.51023715362674	7.85488222431754
25521368	N	0	PLoS Genet	2014	Yes	0.87	45.2	23	2.875	3.29868568569779	7.43124219852494
25524241	N	0	J Urol	2015	Yes	0.87	45.1	15	2.14285714285714	2.46414134522225	4.91976898868042
25524916	N	0	Diabetes	2015	Yes	2.52	81.2	60	8.57142857142857	3.40577658073621	7.56178898407134
25526632	N	0	PLoS One	2014	Yes	0.76	40.3	23	2.875	3.77643688828032	8.83372971603234
25533491	N	0	Lancet Respir Med	2015	Yes	4.49	92.1	106	15.1428571428571	3.37575398674722	7.4775522322583
25533513	N	0	Chin J Integr Med	2015	Yes	0.22	11.3	3	0.428571428571429	1.90985443588311	3.36456263867787
25534755	N	0	Biol Psychiatry	2015	Yes	3.79	89.6	91	13	3.43426975942273	7.64173453515402
25551457	N	0	PLoS One	2014	Yes	0.21	10.7	5	0.625	2.92950279561251	6.34746806625059
25552591	N	0	Circ Cardiovasc Genet	2015	Yes	0.39	21	10	1.42857142857143	3.64763588804888	8.24039265340271
25555482	N	0	Biol Psychiatry	2015	Yes	2.15	77	53	7.57142857142857	3.52115059352075	7.88550292045443
25557950	N	0	Gastroenterology	2015	Yes	1.32	60.5	33	4.71428571428571	3.58382796188857	8.0613617394969
25561047	N	0	Circ Cardiovasc Genet	2015	Yes	0.98	49.4	24	3.42857142857143	3.50537154828516	7.84123041296076
25562107	N	0	Am J Respir Crit Care Med	2015	Yes	0.81	42.3	22	3.14285714285714	3.90099961933981	8.95127518936913
25562672	N	0	J Clin Psychiatry	2015	Yes	0.93	47.6	19	2.71428571428571	2.9136528774399	6.18099882746149
25566987	N	0	Hum Genet	2015	Yes	0.99	49.8	25	3.57142857142857	3.61695077994333	8.15429703365741
25569183	N	0	Nat Commun	2015	Yes	1.22	57.7	38	5.42857142857143	4.4494589287606	10.4901305842154
25569235	Y	1	PLoS Genet	2015	Yes	1.81	71.7	46	6.57142857142857	3.62977126385123	8.19026847308295
25574032	N	0	Hum Reprod	2015	Yes	2.14	76.9	47	6.71428571428571	3.13091862535169	6.79059841406065
25574825	N	0	Am J Hum Genet	2015	Yes	4.12	90.9	98	14	3.39535028931026	7.5325351186825
25575512	N	0	Hum Mol Genet	2015	Yes	1.47	64.5	35	5	3.41044553542402	7.57488903723155
25576479	N	0	Hum Genet	2015	Yes	0.25	12.9	6	0.857142857142857	3.41024944158038	7.57433884132096
25581431	N	0	Nat Genet	2015	Yes	5.46	94.2	154	22	4.03265928238842	9.32068305479484
25583994	N	0	Circ Cardiovasc Genet	2015	Yes	4.71	92.7	117	16.7142857142857	3.55079885391079	7.96868937506526
25584925	N	0	Ann Am Thorac Soc	2015	Yes	1.11	54.3	27	3.85714285714286	3.46678239772855	7.73295780003112
25590795	N	0	JAMA Ophthalmol	2015	Yes	1.09	53.3	17	2.42857142857143	2.23735457197535	4.28345551291985
25599974	N	0	Genet Epidemiol	2015	Yes	1.58	67.2	36	5.14285714285714	3.24583137742413	7.11301815500743
25601762	N	0	Pharmacogenomics J	2015	Yes	0.85	44.1	21	3	3.54415404193884	7.95004550381513
25604533	N	0	Arthritis Rheumatol	2015	Yes	2.92	84.7	60	8.57142857142857	2.93828593099417	6.2501137220442
25607358	N	0	Nature	2015	Yes	20.94	99.5	469	67	3.19915633032598	6.98205830657757
25608926	N	0	Nat Commun	2015	Yes	5.45	94.2	131	18.7142857142857	3.43419463872974	7.64152376312102
25616667	N	0	Brain	2015	Yes	1.63	68.2	38	5.42857142857143	3.32291920502243	7.32930953221446
25625282	Y	2	PLoS Genet	2015	Yes	2.24	78.1	66	9.42857142857143	4.2117983849702	9.82330771573281
25625606	N	0	PLoS One	2015	Yes	0.25	13	6	0.857142857142857	3.39034325188795	7.51848648021986
25628336	N	0	Hum Mol Genet	2015	Yes	2.25	78.3	42	6	2.66212004112019	5.47525337742919
25628645	N	0	Front Genet	2015	Yes	0.1	4.7	2	0.285714285714286	2.92777504375438	6.22062249953098
25629512	N	0	Nat Commun	2015	Yes	5.2	93.8	109	15.5714285714286	2.99567999272381	6.41114875236953
25631608	N	0	Nat Commun	2015	Yes	4.53	92.2	123	17.5714285714286	3.88194992327662	8.89782595976631
25631615	N	0	Genet Epidemiol	2015	Yes	2.3	78.8	49	7	3.04407374688256	6.54693091229441
25637336	N	0	Age (Dordr)	2015	Yes	0.48	26	11	1.57142857142857	3.26270114339089	7.16035098339022
25637523	N	0	Hum Mol Genet	2015	Yes	2.51	81.1	53	7.57142857142857	3.02048981848808	6.48075963063665
25637581	N	0	Behav Genet	2015	Yes	1.57	66.9	31	4.42857142857143	2.82070140873526	5.92019758547677
25642632	N	0	Nat Genet	2015	Yes	2.64	82.4	77	11	4.17159499926102	9.7105059163523
25643325	N	0	JAMA Neurol	2015	Yes	3.42	87.9	86	12.2857142857143	3.59426084895875	8.09063411080322
25644374	N	0	Genet Epidemiol	2015	Yes	0.32	16.9	9	1.28571428571429	4.0057689331653	9.2452346883244
25644384	N	0	Mol Psychiatry	2015	Yes	9.29	97.7	207	29.5714285714286	3.18170198017681	6.93308526440432
25646338	N	0	Am J Clin Nutr	2015	Yes	1.29	59.7	32	4.57142857142857	3.5521247949611	7.97240967209273
25646370	N	0	Ann Rheum Dis	2016	Yes	6.01	95.1	114	19	3.15997783445761	6.77548715869712
25648963	N	0	Biol Psychiatry	2015	Yes	1.77	71	43	6.14285714285714	3.46373489828241	7.72440719129328
25649181	N	0	J Psychiatr Res	2015	Yes	0.49	26.6	10	1.42857142857143	2.90406558832541	6.15409901680576
25649651	N	0	J Alzheimers Dis	2015	Yes	0.28	14.3	7	1	3.60928731998089	8.13279506167183
25656473	N	0	Am J Med Genet B Neuropsychiatr Genet	2015	Yes	0.18	8.9	5	0.714285714285714	3.9789279957907	9.16992496056128
25663218	N	0	Circ Cardiovasc Genet	2015	Yes	4.75	92.8	114	16.2857142857143	3.43117369335559	7.63304765923017
25663231	N	0	Neurology	2015	Yes	1.33	61	31	4.42857142857143	3.32322632784273	7.33017125085206
25665007	N	0	Nat Genet	2015	Yes	3.29	87.1	76	10.8571428571429	3.30389339919253	7.27592733331704
25670933	N	0	Transfus Med Hemother	2014	Yes	0.7	37.6	17	2.125	3.01607408574265	6.60160694256466
25672763	N	0	J Allergy Clin Immunol	2015	Yes	2.99	85.2	47	6.71428571428571	2.24812996580263	4.31368888235652
25672891	N	0	J Dent Res	2015	Yes	2.17	77.3	43	6.14285714285714	2.82758656325849	5.93951580471461
25673412	N	0	Nature	2015	Yes	33.12	99.8	802	114.571428571429	3.4592875172556	7.71192882477003
25673413	Y	1	Nature	2015	Yes	107.51	100	2312	330.285714285714	3.07204321096349	6.62540703614279
25676789	N	0	Clin Pharmacol Ther	2015	Yes	3.27	87.1	66	9.42857142857143	2.87929636346014	6.08460205567233
25695618	N	0	J Hypertens	2015	Yes	0.7	37.3	19	2.71428571428571	3.88690006398739	8.91171495865314
25705158	N	0	Genomics Inform	2014	Yes	0.29	14.9	7	0.875	3.06133139477582	6.73446440195335
25705159	N	0	Genomics Inform	2014	Yes	0	0	0	0	1.25390229671682	1.42857142857143
25705162	N	0	Genomics Inform	2014	Yes	0.37	19.9	11	1.375	3.68499654866501	8.56529724696919
25705849	N	0	J Invest Dermatol	2015	Yes	3.14	86.2	69	9.85714285714286	3.1423582667066	6.82269551499727
25706626	N	0	Nat Genet	2015	Yes	2.62	82.3	55	7.85714285714286	2.99523255217599	6.40989333325447
25710614	N	0	Nat Commun	2015	Yes	5.52	94.4	129	18.4285714285714	3.33564966568564	7.36502838634631
25710658	N	0	JAMA	2015	Yes	7.46	96.7	163	23.2857142857143	3.12289568344697	6.76808781533335
25713168	N	0	J Natl Cancer Inst	2015	Yes	0.64	34.5	15	2.14285714285714	3.34352325714215	7.3871199407817
25722978	N	0	Biomed Res Int	2015	Yes	0.93	47.7	17	2.42857142857143	2.60293900084809	5.30920448094584
25729143	N	0	Biol Sport	2015	Yes	2.07	75.9	40	5.71428571428571	2.7554434081575	5.73709808379809
25742292	N	0	PLoS One	2015	Yes	0.33	17.5	8	1.14285714285714	3.44176625565053	7.6627680438655
25743335	N	0	Nat Commun	2015	Yes	2.46	80.7	61	8.71428571428571	3.53545215658542	7.92562994008702
25751624	Y	1	Nat Genet	2015	Yes	12.03	98.6	351	50.1428571428572	4.16787560803986	9.70007012804874
25751625	Y	1	Nat Genet	2015	Yes	13.44	98.9	355	50.7142857142857	3.77417583070889	8.5954357169101
25758996	N	0	Eur J Hum Genet	2015	Yes	0.26	13.4	6	0.857142857142857	3.28767580404999	7.23042435187819
25758998	N	0	Eur J Hum Genet	2015	Yes	0.64	34.3	14	2	3.13602885304846	6.80493658158737
25760438	N	0	PLoS One	2015	Yes	0.99	49.8	25	3.57142857142857	3.61277892812451	8.14259174109036
25763902	N	0	PLoS Genet	2015	Yes	1	50.4	25	3.57142857142857	3.55519545815885	7.98102527318919
25771307	N	0	Diabetes Res Clin Pract	2015	Yes	0	0	0	0	1.88201430660682	3.28644939965695
25772935	N	0	Am J Hum Genet	2015	Yes	5.88	94.9	143	20.4285714285714	3.47138335429277	7.74586706551113
25774636	N	0	Nat Genet	2015	Yes	3.62	88.9	94	13.4285714285714	3.71046056481256	8.4166647871903
25775280	N	0	Nat Commun	2015	Yes	5.41	94.2	126	18	3.32766285734073	7.34261917038796
25778476	N	0	Mol Psychiatry	2016	Yes	7.35	96.6	157	26.1666666666667	3.56066967012523	7.88473401251517
25781172	N	0	PLoS One	2015	Yes	3.31	87.3	65	9.28571428571429	2.80231604669681	5.86861233006566
25781442	N	0	JAMA	2015	Yes	4.6	92.4	119	17	3.69873056268004	8.38375299819677
25784220	N	0	Nat Commun	2015	Yes	3.55	88.5	78	11.1428571428571	3.13934434577896	6.81423912014815
25786224	N	0	PLoS One	2015	Yes	0.62	33.6	18	2.57142857142857	4.12660077945328	9.58426209716876
25798622	N	0	J Clin Invest	2015	Yes	2.41	80.1	60	8.57142857142857	3.55372398199341	7.97689663684976
25799145	N	0	PLoS One	2015	Yes	2.28	78.6	49	7	3.07120746554881	6.62306211954096
25802187	N	0	Hepatology	2015	Yes	1.74	70.3	49	7	4.0320125170872	9.31886837455168
25811787	N	0	PLoS One	2015	Yes	1.36	61.9	31	4.42857142857143	3.2448304978246	7.11020990844316
25813999	N	0	Invest Ophthalmol Vis Sci	2015	Yes	1	50.3	20	2.85714285714286	2.85610091694885	6.01952076816995
25817017	N	0	Am J Hum Genet	2015	Yes	4.42	91.9	88	12.5714285714286	2.84741568911085	5.99515194174219
25820613	N	0	Hum Mol Genet	2015	Yes	0.82	42.8	15	2.14285714285714	2.62420505635877	5.3688723244624
25823570	N	0	Nat Commun	2015	Yes	2.57	81.8	49	7	2.72245858460621	5.64454997166273
25823687	N	0	Pharmacogenomics J	2016	Yes	0.94	48	20	3.33333333333333	3.5376788298982	7.82108780134148
25824743	N	0	Asian Pac J Cancer Prev	2015	Yes	0.37	19.5	10	1.42857142857143	3.90123275019854	8.95192930294418
25826619	N	0	PLoS One	2015	Yes	0.38	20	14	2	5.32830148268141	12.9559682171837
25827505	N	0	J Affect Disord	2015	Yes	0.31	16.4	6	0.857142857142857	2.74963523505385	5.72080163598287
25827949	N	0	Exp Dermatol	2015	Yes	1.37	61.9	30	4.28571428571429	3.13527310794701	6.8028161281526
25839716	N	0	Environ Res	2015	Yes	0.35	18.8	8	1.14285714285714	3.23567054683304	7.08450911394888
25848760	N	0	PLoS One	2015	Yes	0.76	40.4	17	2.42857142857143	3.17959389981044	6.92717045761948
25849990	N	0	Nat Commun	2015	Yes	4.04	90.6	115	16.4285714285714	4.06374546102139	9.40790398964417
25854761	N	0	Nat Commun	2015	Yes	3.58	88.7	89	12.7142857142857	3.55472766036847	7.97971273615854
25855136	N	0	Nat Commun	2015	Yes	1.53	65.9	41	5.85714285714286	3.83485803663721	8.76569655187081
25855579	N	0	Int J Cancer	2015	Yes	1.43	63.7	32	4.57142857142857	3.18682691753514	6.94746470398468
25861811	N	0	Hum Mol Genet	2015	Yes	3.68	89.1	70	10	2.71787360112405	5.63168552311457
25862617	N	0	Ann Rheum Dis	2016	Yes	0.74	39.3	18	3	4.05720622115986	9.25931057737862
25865352	N	0	J Allergy Clin Immunol	2015	Yes	1.08	53.2	25	3.57142857142857	3.29907757981594	7.26241521035553
25865494	N	0	Am J Hum Genet	2015	Yes	1.38	62.2	36	5.14285714285714	3.73034196455585	8.47244759318253
25866641	N	0	Biomark Res	2015	Yes	0.46	24.9	13	1.85714285714286	4.02360563940906	9.29528053704651
25867717	N	0	PLoS One	2015	Yes	0.3	15.9	8	1.14285714285714	3.76901301024269	8.58094998571623
25869804	N	0	Mol Psychiatry	2016	Yes	3.83	89.8	75	12.5	3.26742167852449	7.072927074823
25875332	N	0	PLoS One	2015	Yes	2.66	82.6	54	7.71428571428571	2.89516808887324	6.12913460322498
25877299	N	0	Hum Mol Genet	2015	Yes	1.25	58.6	30	4.28571428571429	3.42589109308181	7.61822585241516
25881214	N	0	Heart Surg Forum	2015	Yes	0.14	6.8	4	0.571428571428571	4.05514353488699	9.38376888935394
25884002	N	0	Open Forum Infect Dis	2015	Yes	1.08	53.1	31	4.42857142857143	4.10299674189687	9.51803439365474
25886283	N	0	PLoS One	2015	Yes	0.42	22.5	9	1.28571428571429	3.06658476555666	6.61009184681609
25888059	N	0	BMC Complement Altern Med	2015	Yes	0.22	11.1	5	0.714285714285714	3.24942370086602	7.12309741925481
25890600	N	0	J Natl Cancer Inst	2015	Yes	1.23	58	36	5.14285714285714	4.18772489272391	9.75576282629494
25896417	N	0	J Innate Immun	2015	Yes	0.3	15.8	8	1.14285714285714	3.77563666338558	8.59953448997652
25896534	N	0	Pharmacogenomics J	2016	Yes	1.21	57.4	23	3.83333333333333	3.16913873880004	6.80084755642778
25897833	N	0	Transl Psychiatry	2015	Yes	0.05	2.5	1	0.142857142857143	2.97259730440513	6.34638383939127
25897834	N	0	Transl Psychiatry	2015	Yes	3.33	87.4	71	10.1428571428571	3.04256412743474	6.54269525434945
25898001	N	0	Atherosclerosis	2015	Yes	0.74	39.3	17	2.42857142857143	3.27902156118743	7.20614246243152
25898129	N	0	PLoS One	2015	Yes	4.22	91.2	104	14.8571428571429	3.52237139274993	7.8889282128099
25898920	N	0	Eur J Hum Genet	2016	Yes	1.21	57.5	22	3.66666666666667	3.01946942218841	6.38651363747501
25903422	N	0	Nat Commun	2015	Yes	4.42	91.9	105	15	3.3901159125982	7.51784861650509
25914168	N	0	Ann Neurol	2015	Yes	1.15	55.4	27	3.85714285714286	3.36029352961717	7.43417361245423
25917933	N	0	J Psychiatr Res	2015	Yes	0.94	48	21	3	3.18589371202759	6.94484633593964
25918132	N	0	Toxicol Sci	2015	Yes	1.16	55.7	27	3.85714285714286	3.33758583015245	7.37046083517866
25918517	N	0	Front Genet	2015	Yes	0.68	36.3	16	2.28571428571429	3.37675156086528	7.4803512043734
25918841	N	0	PLoS One	2015	Yes	0.65	34.9	17	2.42857142857143	3.7420816691993	8.50538660527359
25918995	N	0	Transl Psychiatry	2015	Yes	0.95	48.5	18	2.57142857142857	2.6952101964642	5.56809702725475
25920553	N	0	Eur J Hum Genet	2016	Yes	0.75	39.7	18	3	4.00552688678667	9.11624517409843
25934476	N	0	Blood	2015	Yes	0.82	43	19	2.71428571428571	3.30706733549909	7.28483269589243
25935106	N	0	J Allergy Clin Immunol	2015	Yes	0.85	44.2	20	2.85714285714286	3.37024567741477	7.46209713579603
25935875	N	0	Eur Heart J	2015	Yes	3.35	87.5	69	9.85714285714286	2.94485923819448	6.26855696673607
25936594	N	0	J Autoimmun	2015	Yes	2.22	77.9	52	7.42857142857143	3.34286671429895	7.38527782692046
25939597	N	0	Nat Commun	2015	Yes	2.42	80.2	69	9.85714285714286	4.07851254752604	9.44933716498372
25939698	N	0	Nat Commun	2015	Yes	4.62	92.4	118	16.8571428571429	3.64952134500225	8.24568282817887
25944848	N	0	J Psychopharmacol	2015	Yes	0.15	7.4	5	0.714285714285714	4.72611799518421	11.2663746730408
25948407	N	0	BMJ Open	2015	Yes	0.26	13.3	7	1	3.86627335008795	8.85384096614928
25950743	N	0	AIDS Res Hum Retroviruses	2015	Yes	0.11	5.1	3	0.428571428571429	4.00378664173898	9.23967281745605
25953783	N	0	Int J Epidemiol	2015	Yes	3.15	86.3	76	10.8571428571429	3.44507355789923	7.67204760174769
25956309	N	0	BMC Cancer	2015	Yes	0.26	13.3	8	1.14285714285714	4.40718595259129	10.3715219722054
25961943	N	0	Nat Genet	2015	Yes	7.56	96.7	205	29.2857142857143	3.87136304117985	8.86812151250949
25963331	N	0	Am J Med Genet B Neuropsychiatr Genet	2015	Yes	1.93	73.8	43	6.14285714285714	3.17657105362658	6.91868902047745
25963547	N	0	Cancer	2015	Yes	1.89	73	39	5.57142857142857	2.95542634673041	6.298205933759
25963972	N	0	Hum Genet	2015	Yes	3.19	86.5	81	11.5714285714286	3.63224432734435	8.19720734171516
25964295	N	0	Clin Cancer Res	2015	Yes	0.32	17.1	10	1.42857142857143	4.39817136768019	10.3462290427493
25967671	N	0	Nat Commun	2015	Yes	2.76	83.4	61	8.71428571428571	3.15929504603813	6.87021636804499
25972035	N	0	J Hum Genet	2015	Yes	0.35	18.4	8	1.14285714285714	3.29691157562978	7.25633788215657
25972531	N	0	J Nutr	2015	Yes	0.69	36.9	12	1.71428571428571	2.48754605868223	4.98543743290969
